station,bufkit,valid,precip,stratum,cloud_base,cat,rap_date,rap_run,rap_fhr,rap_ok,sfc_tmpc,sfc_dwpc,freeze_ft,pwat_mm,cape,lclp_mb,lapse_3k,temp_beam_c,temp_base_c,dwpc_beam_c,rh_beam_pct,sat_deficit_c,cloud_phase,beam_vs_freeze,n_levels
HZL,kmpo,2026-03-16 09:55,0.01,light,300.0,beam_in_cloud,2026/03/16,0,9,True,7.14,6.99,8258,23.99,0.0,939.84,2.97,1.13,7.36,0.34,94.5,0.8,warm,bright_band,50
HZL,kmpo,2026-01-17 13:35,0.01,light,400.0,beam_in_cloud,2026/01/17,12,1,True,-5.56,-6.54,,11.11,0.0,932.03,2.03,-9.51,-5.96,-10.98,89.0,1.5,mixed,,50
HZL,kmpo,2026-01-09 19:15,0.01,light,1300.0,beam_in_cloud,2026/01/09,12,7,True,5.34,1.61,9883,22.99,0.0,895.92,1.46,2.76,4.52,0.18,83.1,2.6,warm,below_freeze,50
HZL,kmpo,2026-03-17 02:15,0.04,light,700.0,beam_in_cloud,2026/03/17,0,2,True,12.54,12.37,8139,27.67,12.7,921.73,5.14,1.24,11.79,0.48,94.7,0.8,warm,bright_band,50
HZL,kmpo,2026-01-26 08:15,0.01,light,,no_ceiling,2026/01/26,0,8,True,-9.86,-10.88,,10.87,0.0,919.16,-1.27,-4.96,,-6.53,88.7,1.6,mixed,,50
HZL,kmpo,2026-01-26 02:15,0.01,light,,no_ceiling,2026/01/26,0,2,True,-11.56,-13.46,,17.84,0.0,909.05,-3.21,-2.57,,-2.64,99.5,0.1,mixed,,50
HZL,kmpo,2026-03-11 23:35,0.05,moderate,3700.0,beam_in_cloud,2026/03/11,12,11,True,18.04,16.44,10491,32.08,404.92,917.29,5.67,4.74,10.92,1.8,81.2,2.9,warm,below_freeze,50
HZL,kmpo,2026-03-05 23:55,0.14,moderate,400.0,beam_in_cloud,2026/03/05,12,11,True,2.54,2.48,8290,26.38,0.0,952.12,1.43,1.73,2.13,1.6,99.1,0.1,warm,bright_band,50
HZL,kmpo,2026-03-05 11:55,0.08,moderate,300.0,beam_in_cloud,2026/03/05,0,11,True,4.14,3.99,6736,23.81,0.0,951.7,2.64,-0.9,6.44,-1.05,98.9,0.2,mixed,bright_band,50
HZL,kmpo,2026-03-27 01:35,0.13,moderate,4800.0,beam_in_cloud,2026/03/27,0,1,True,17.04,7.53,8965,25.3,0.0,813.44,6.22,2.03,8.11,0.95,92.5,1.1,warm,bright_band,50
HZL,kmpo,2026-03-05 10:55,0.05,moderate,300.0,beam_in_cloud,2026/03/05,0,10,True,4.04,3.88,6927,23.49,0.0,951.05,2.57,-0.61,6.39,-0.9,97.9,0.3,mixed,bright_band,50
HZL,kmpo,2026-03-21 01:55,0.07,moderate,500.0,beam_in_cloud,2026/03/21,0,1,True,7.84,6.79,4984,17.11,0.0,925.83,5.57,-5.14,7.54,-6.21,92.2,1.1,mixed,above_freeze,50
HZL,kmpo,2026-03-05 21:55,0.15,heavy,200.0,beam_in_cloud,2026/03/05,12,9,True,2.94,2.79,8311,24.34,0.0,950.39,1.54,1.68,2.67,0.84,94.1,0.8,warm,bright_band,50
HZL,kmpo,2026-03-27 02:35,0.23,heavy,4000.0,beam_in_cloud,2026/03/27,0,2,True,16.74,8.98,9618,27.25,0.0,834.68,5.71,2.42,9.42,0.81,89.1,1.6,warm,below_freeze,50
HZL,kmpo,2026-03-06 02:55,0.18,heavy,600.0,beam_in_cloud,2026/03/06,0,2,True,1.64,1.42,8490,27.06,0.0,949.85,0.84,1.55,1.5,1.47,99.4,0.1,warm,bright_band,50
HZL,kmpo,2026-03-17 01:35,0.22,heavy,1200.0,beam_in_cloud,2026/03/17,0,1,True,12.14,12.03,8105,27.59,0.0,924.76,4.99,1.17,10.72,1.06,99.2,0.1,warm,bright_band,50
HZL,kmpo,2026-03-23 01:55,0.2,heavy,300.0,beam_in_cloud,2026/03/23,0,1,True,9.84,9.28,8006,28.04,0.0,932.63,4.11,0.88,9.34,0.75,99.1,0.1,warm,bright_band,50
HZL,kmpo,2026-03-22 23:35,0.18,heavy,4000.0,beam_in_cloud,2026/03/22,12,11,True,14.34,13.45,8053,27.44,50.66,925.25,5.73,1.01,9.51,0.42,95.8,0.6,warm,bright_band,50
HZL,kmpo,2026-03-27 02:55,0.3,extreme,4200.0,beam_in_cloud,2026/03/27,0,2,True,16.74,8.98,9618,27.25,0.0,834.68,5.71,2.42,9.03,0.81,89.1,1.6,warm,below_freeze,50
HZL,kmpo,2026-03-11 23:55,0.45,extreme,1800.0,beam_in_cloud,2026/03/11,12,11,True,18.04,16.44,10491,32.08,404.92,917.29,5.67,4.74,14.72,1.8,81.2,2.9,warm,below_freeze,50
HZL,kmpo,2026-03-17 01:55,0.43,extreme,700.0,beam_in_cloud,2026/03/17,0,1,True,12.14,12.03,8105,27.59,0.0,924.76,4.99,1.17,11.39,1.06,99.2,0.1,warm,bright_band,50
THV,keet,2026-03-06 03:43,0.02,light,1900.0,beam_in_cloud,2026/03/06,0,3,True,21.44,12.01,12456,26.28,0.0,869.15,5.92,9.79,20.66,6.51,80.0,3.3,warm,below_freeze,50
THV,keet,2026-02-22 12:53,0.01,light,2000.0,beam_in_cloud,2026/02/22,12,0,True,3.64,-4.33,1444,4.91,0.0,886.12,2.7,-2.51,-1.3,-24.4,16.8,21.9,mixed,above_freeze,50
THV,keet,2026-03-16 19:53,0.02,light,,no_ceiling,2026/03/16,12,7,True,3.74,-2.57,1113,6.08,17.92,900.77,6.49,-12.67,,-12.8,99.0,0.1,mixed,above_freeze,50
THV,keet,2026-02-23 02:44,0.03,light,700.0,beam_in_cloud,2026/02/23,0,2,True,5.04,-9.55,1798,4.11,0.0,800.94,5.32,-7.76,3.2,-24.04,25.8,16.3,mixed,above_freeze,50
THV,keet,2026-01-09 19:53,0.03,light,800.0,beam_in_cloud,2026/01/09,12,7,True,19.74,18.13,12464,43.91,14.17,972.8,5.35,12.56,17.63,10.04,84.6,2.5,warm,below_freeze,50
THV,keet,2026-02-16 00:46,0.03,light,800.0,beam_in_cloud,2026/02/16,0,0,True,15.94,13.68,9883,22.74,7.18,953.68,5.46,5.47,14.9,1.99,78.3,3.5,warm,below_freeze,50
THV,keet,2026-03-23 07:53,0.14,moderate,6500.0,definite_miss,2026/03/23,0,7,True,19.04,14.85,13019,19.13,0.0,933.65,3.96,15.54,14.15,-9.42,17.0,25.0,warm,below_freeze,50
THV,keet,2026-02-22 23:53,0.07,moderate,500.0,beam_in_cloud,2026/02/22,12,11,True,6.74,-11.46,2175,3.82,0.0,757.3,6.01,-8.02,5.09,-22.34,30.6,14.3,mixed,above_freeze,50
THV,keet,2026-02-20 09:34,0.1,moderate,300.0,beam_in_cloud,2026/02/20,0,9,True,20.14,18.88,12520,33.91,268.88,968.26,5.43,9.18,19.49,7.55,89.5,1.6,warm,below_freeze,50
THV,keet,2026-02-19 21:38,0.06,moderate,500.0,beam_in_cloud,2026/02/19,12,9,True,25.34,16.0,12798,28.99,193.37,859.53,7.89,9.47,23.42,6.75,83.1,2.7,warm,below_freeze,50
THV,keet,2026-01-25 15:43,0.07,moderate,2000.0,beam_in_cloud,2026/01/25,12,3,True,12.04,11.63,10893,40.25,0.0,982.1,3.08,9.37,13.99,9.21,98.9,0.2,warm,below_freeze,50
THV,keet,2026-01-25 20:53,0.05,moderate,,no_ceiling,2026/01/25,12,8,True,7.84,6.95,11282,32.11,0.0,972.59,1.77,8.29,,4.4,76.5,3.9,warm,below_freeze,50
THV,keet,2026-03-23 09:53,0.21,heavy,5500.0,beam_in_cloud,2026/03/23,0,9,True,17.94,14.99,12998,22.0,0.0,950.57,3.82,13.53,14.24,-0.55,37.9,14.1,warm,below_freeze,50
THV,keet,2026-03-06 01:53,0.29,heavy,600.0,beam_in_cloud,2026/03/06,0,1,True,24.04,11.35,12364,24.33,0.0,826.86,6.97,9.93,24.63,5.55,74.2,4.4,warm,below_freeze,50
THV,keet,2026-02-20 09:53,0.15,heavy,300.0,beam_in_cloud,2026/02/20,0,9,True,20.14,18.88,12520,33.91,268.88,968.26,5.43,9.18,19.49,7.55,89.5,1.6,warm,below_freeze,50
THV,keet,2026-03-16 16:31,0.21,heavy,1300.0,beam_in_cloud,2026/03/16,12,4,True,2.04,1.01,640,17.04,10.83,976.68,2.67,-4.31,-1.57,-4.48,98.7,0.2,mixed,above_freeze,50
THV,keet,2026-03-06 02:07,0.19,heavy,800.0,beam_in_cloud,2026/03/06,0,2,True,22.04,11.59,12261,25.36,0.0,855.17,6.07,9.54,23.99,7.66,88.0,1.9,warm,below_freeze,50
THV,keet,2026-03-06 02:25,0.28,heavy,3300.0,beam_in_cloud,2026/03/06,0,2,True,22.04,11.59,12261,25.36,0.0,855.17,6.07,9.54,16.79,7.66,88.0,1.9,warm,below_freeze,50
THV,keet,2026-03-16 16:36,0.34,extreme,1400.0,beam_in_cloud,2026/03/16,12,4,True,2.04,1.01,640,17.04,10.83,976.68,2.67,-4.31,-1.8,-4.48,98.7,0.2,mixed,above_freeze,50
THV,keet,2026-03-16 16:53,0.36,extreme,2800.0,beam_in_cloud,2026/03/16,12,4,True,2.04,1.01,640,17.04,10.83,976.68,2.67,-4.31,-4.99,-4.48,98.7,0.2,mixed,above_freeze,50
THV,keet,2026-03-16 16:45,0.35,extreme,2100.0,beam_in_cloud,2026/03/16,12,4,True,2.04,1.01,640,17.04,10.83,976.68,2.67,-4.31,-3.42,-4.48,98.7,0.2,mixed,above_freeze,50
THV,keet,2026-03-06 02:33,0.3,extreme,400.0,beam_in_cloud,2026/03/06,0,2,True,22.04,11.59,12261,25.36,0.0,855.17,6.07,9.54,25.0,7.66,88.0,1.9,warm,below_freeze,50
THV,keet,2026-03-06 02:53,0.35,extreme,400.0,beam_in_cloud,2026/03/06,0,2,True,22.04,11.59,12261,25.36,0.0,855.17,6.07,9.54,25.0,7.66,88.0,1.9,warm,below_freeze,50
THV,keet,2026-03-16 16:43,0.35,extreme,1100.0,beam_in_cloud,2026/03/16,12,4,True,2.04,1.01,640,17.04,10.83,976.68,2.67,-4.31,-1.12,-4.48,98.7,0.2,mixed,above_freeze,50
N79,kpne,2026-03-16 12:35,0.01,light,,no_ceiling,2026/03/16,12,0,True,15.94,14.57,10510,30.08,0.0,981.47,4.86,10.06,,8.52,90.2,1.5,warm,below_freeze,50
N79,kpne,2026-01-18 11:35,0.02,light,,no_ceiling,2026/01/18,0,11,True,-0.66,-1.02,,14.21,0.0,1006.73,3.05,-6.59,,-6.89,97.7,0.3,mixed,,50
N79,kpne,2026-03-21 04:35,0.01,light,7500.0,definite_miss,2026/03/21,0,4,True,12.14,10.99,6991,22.71,8.38,986.51,5.65,3.44,-1.23,3.29,98.9,0.1,warm,bright_band,50
N79,kpne,2026-03-12 04:15,0.02,light,9500.0,definite_miss,2026/03/12,0,4,True,20.24,17.98,11996,41.77,180.18,967.07,5.32,13.47,4.81,8.58,72.3,4.9,warm,below_freeze,50
N79,kpne,2026-03-27 12:55,0.04,light,6000.0,definite_miss,2026/03/27,12,0,True,13.74,10.89,10779,32.9,6.88,963.63,4.01,8.01,7.72,7.11,94.0,0.9,warm,below_freeze,50
N79,kpne,2026-03-27 11:15,0.02,light,1600.0,beam_in_cloud,2026/03/27,0,11,True,12.84,10.74,11170,33.51,0.34,973.95,3.73,7.99,8.69,4.72,79.8,3.3,warm,below_freeze,50
N79,kpne,2026-03-08 01:35,0.06,moderate,,no_ceiling,2026/03/08,0,1,True,10.04,9.32,11964,27.37,0.0,997.14,1.69,14.06,,2.59,45.9,11.5,warm,below_freeze,50
N79,kpne,2026-03-12 03:55,0.07,moderate,,no_ceiling,2026/03/12,0,3,True,20.34,17.8,12084,37.4,193.65,961.63,5.51,14.04,,10.0,76.6,4.0,warm,below_freeze,50
N79,kpne,2026-03-05 10:55,0.07,moderate,,no_ceiling,2026/03/05,0,10,True,6.74,6.16,9527,29.35,0.0,1009.4,2.25,6.95,,6.84,99.2,0.1,warm,below_freeze,50
N79,kpne,2026-02-20 10:35,0.08,moderate,,no_ceiling,2026/02/20,0,10,True,3.54,2.45,7326,21.41,0.0,990.98,1.9,2.27,,2.18,99.4,0.1,warm,bright_band,50
N79,kpne,2026-02-19 07:35,0.07,moderate,,no_ceiling,2026/02/19,0,7,True,3.94,3.31,7274,14.3,0.0,997.56,2.72,3.51,,1.27,85.3,2.2,warm,bright_band,50
N79,kpne,2026-03-05 17:55,0.05,moderate,700.0,beam_in_cloud,2026/03/05,12,5,True,6.94,6.06,10086,29.07,0.0,1004.68,1.96,8.99,5.15,6.83,86.3,2.2,warm,below_freeze,50
N79,kpne,2026-03-06 01:55,0.18,heavy,,no_ceiling,2026/03/06,0,1,True,5.24,5.11,10580,31.33,0.0,1014.57,1.05,9.71,,8.15,90.0,1.6,warm,below_freeze,50
N79,kpne,2026-03-05 21:55,0.19,heavy,,no_ceiling,2026/03/05,12,9,True,6.24,5.92,10418,26.56,0.0,1012.22,1.54,9.48,,5.2,74.6,4.3,warm,below_freeze,50
N79,kpne,2026-03-05 23:55,0.15,heavy,,no_ceiling,2026/03/05,12,11,True,5.34,5.18,10672,27.26,0.0,1014.8,1.05,9.89,,6.87,81.5,3.0,warm,below_freeze,50
N79,kpne,2026-03-08 00:55,0.29,heavy,,no_ceiling,2026/03/08,0,0,True,10.84,9.19,12003,24.95,0.0,983.97,2.07,14.02,,2.46,45.6,11.6,warm,below_freeze,50
N79,kpne,2026-03-08 00:35,0.21,heavy,600.0,beam_in_cloud,2026/03/08,0,0,True,10.84,9.19,12003,24.95,0.0,983.97,2.07,14.02,9.52,2.46,45.6,11.6,warm,below_freeze,50
N79,kpne,2026-03-11 23:55,0.15,heavy,,no_ceiling,2026/03/11,12,11,True,25.94,14.15,11956,36.06,71.94,841.56,7.36,13.88,,8.05,67.9,5.8,warm,below_freeze,50
SEG,kipt,2026-03-11 16:53,0.03,light,8500.0,definite_miss,2026/03/11,12,4,True,18.84,13.16,10298,31.06,0.0,895.7,5.95,8.02,3.7,1.23,62.2,6.8,warm,below_freeze,50
SEG,kipt,2026-03-03 19:40,0.01,light,700.0,beam_in_cloud,2026/03/03,12,7,True,0.14,-0.46,56,19.26,0.0,982.87,1.35,0.18,-1.42,0.05,99.1,0.1,warm,above_freeze,50
SEG,kipt,2026-01-26 00:44,0.01,light,,no_ceiling,2026/01/26,0,0,True,-10.66,-12.23,,17.66,0.0,950.14,-2.49,-3.73,,-3.83,99.3,0.1,mixed,,50
SEG,kipt,2026-03-03 21:53,0.01,light,500.0,beam_in_cloud,2026/03/03,12,9,True,0.74,0.33,342,20.68,0.0,983.71,1.67,0.08,-0.19,-0.04,99.1,0.1,warm,above_freeze,50
SEG,kipt,2026-03-03 16:53,0.01,light,600.0,beam_in_cloud,2026/03/03,12,4,True,-1.36,-1.93,4023,18.01,0.0,985.57,0.92,-0.4,-2.74,-0.49,99.3,0.1,mixed,above_freeze,50
SEG,kipt,2026-02-18 21:06,0.01,light,3300.0,beam_in_cloud,2026/02/18,12,9,True,5.14,4.77,7296,19.52,0.0,966.88,3.1,1.04,4.35,0.91,99.1,0.1,warm,bright_band,50
SEG,kipt,2026-03-23 07:53,0.09,moderate,1100.0,beam_in_cloud,2026/03/23,0,7,True,4.44,3.03,7715,23.95,0.0,954.04,2.15,0.61,4.32,0.49,99.1,0.1,warm,bright_band,50
SEG,kipt,2026-03-05 20:53,0.07,moderate,900.0,beam_in_cloud,2026/03/05,12,8,True,7.34,7.15,9548,27.94,0.0,982.24,2.32,4.92,5.72,3.69,91.7,1.2,warm,below_freeze,50
SEG,kipt,2026-03-27 00:53,0.1,moderate,7500.0,definite_miss,2026/03/27,0,0,True,21.94,14.19,9095,29.09,81.93,864.85,7.92,6.5,4.04,4.11,84.7,2.4,warm,below_freeze,50
SEG,kipt,2026-03-23 08:49,0.07,moderate,900.0,beam_in_cloud,2026/03/23,0,8,True,4.24,2.83,7028,22.46,0.0,954.03,2.23,0.2,2.2,-0.31,96.4,0.5,warm,bright_band,50
SEG,kipt,2026-03-23 05:35,0.05,moderate,900.0,beam_in_cloud,2026/03/23,0,5,True,4.84,2.63,8320,23.36,0.0,940.82,2.0,1.69,5.21,0.42,91.3,1.3,warm,bright_band,50
SEG,kipt,2026-01-25 16:53,0.1,moderate,,no_ceiling,2026/01/25,12,4,True,-10.86,-13.12,,13.86,0.0,955.44,-1.41,-6.31,,-6.42,99.2,0.1,mixed,,50
SEG,kipt,2026-03-23 00:53,0.19,heavy,7000.0,definite_miss,2026/03/23,0,0,True,13.34,13.15,9483,30.6,0.45,970.42,4.58,4.98,3.96,2.53,84.2,2.5,warm,below_freeze,50
SEG,kipt,2026-03-27 02:41,0.2,heavy,4600.0,beam_in_cloud,2026/03/27,0,2,True,17.64,14.72,10394,33.98,0.02,928.75,5.53,5.69,10.13,5.36,97.7,0.3,warm,below_freeze,50
SEG,kipt,2026-03-08 00:27,0.18,heavy,800.0,beam_in_cloud,2026/03/08,0,0,True,6.34,5.92,10567,32.47,0.0,973.12,1.32,7.21,4.43,5.99,92.0,1.2,warm,below_freeze,50
SEG,kipt,2026-03-23 00:31,0.17,heavy,6500.0,beam_in_cloud,2026/03/23,0,0,True,13.34,13.15,9483,30.6,0.45,970.42,4.58,4.98,5.26,2.53,84.2,2.5,warm,below_freeze,50
SEG,kipt,2026-03-08 00:38,0.19,heavy,2800.0,beam_in_cloud,2026/03/08,0,0,True,6.34,5.92,10567,32.47,0.0,973.12,1.32,7.21,10.69,5.99,92.0,1.2,warm,below_freeze,50
SEG,kipt,2026-03-27 02:53,0.26,heavy,4300.0,beam_in_cloud,2026/03/27,0,2,True,17.64,14.72,10394,33.98,0.02,928.75,5.53,5.69,10.88,5.36,97.7,0.3,warm,below_freeze,50
SEG,kipt,2026-03-17 00:50,0.42,extreme,3700.0,beam_in_cloud,2026/03/17,0,0,True,9.44,6.27,7874,25.61,0.0,914.75,4.06,1.62,4.34,1.49,99.1,0.1,warm,bright_band,50
SEG,kipt,2026-03-17 00:53,0.43,extreme,3900.0,beam_in_cloud,2026/03/17,0,0,True,9.44,6.27,7874,25.61,0.0,914.75,4.06,1.62,4.27,1.49,99.1,0.1,warm,bright_band,50
SEG,kipt,2026-03-16 23:53,0.32,extreme,,no_ceiling,2026/03/16,12,11,True,9.34,6.62,8575,27.12,0.0,921.43,3.54,2.74,,2.62,99.2,0.1,warm,bright_band,50
MUI,kmdt,2026-03-12 08:55,0.01,light,2700.0,beam_in_cloud,2026/03/12,0,8,True,14.74,11.84,10449,32.79,0.0,944.54,4.53,2.08,9.05,-0.19,84.9,2.3,warm,bright_band,50
MUI,kmdt,2026-01-25 19:55,0.04,light,500.0,beam_in_cloud,2026/01/25,12,7,True,-8.56,-10.16,7341,20.43,0.0,975.07,-3.07,-0.62,-10.07,-0.75,99.1,0.1,mixed,bright_band,50
MUI,kmdt,2026-02-16 00:55,0.03,light,1400.0,beam_in_cloud,2026/02/16,0,0,True,2.54,0.04,1426,16.46,0.0,959.1,3.96,-8.44,0.01,-9.15,94.6,0.7,mixed,above_freeze,50
MUI,kmdt,2026-01-15 05:55,0.02,light,2600.0,beam_in_cloud,2026/01/15,0,5,True,4.34,0.86,3290,14.73,0.0,925.42,5.15,-10.1,1.36,-11.35,90.6,1.2,mixed,above_freeze,50
MUI,kmdt,2026-01-25 20:55,0.03,light,1100.0,beam_in_cloud,2026/01/25,12,8,True,-7.86,-9.64,6508,21.2,0.0,969.69,-2.89,-0.38,-10.48,-0.49,99.2,0.1,mixed,above_freeze,50
MUI,kmdt,2026-01-12 01:55,0.01,light,4000.0,beam_in_cloud,2026/01/12,0,1,True,-0.06,-5.09,,6.49,9.11,925.08,5.97,-16.15,-10.68,-23.01,55.5,6.9,mixed,,50
MUI,kmdt,2026-03-27 05:55,0.07,moderate,11000.0,definite_miss,2026/03/27,0,5,True,18.64,16.27,11080,37.52,16.69,953.2,5.65,2.95,0.11,1.61,90.9,1.3,warm,bright_band,50
MUI,kmdt,2026-03-16 05:55,0.05,moderate,400.0,beam_in_cloud,2026/03/16,0,5,True,9.94,8.15,10080,27.41,0.0,968.1,2.97,1.66,9.18,-0.27,87.0,1.9,warm,bright_band,50
MUI,kmdt,2026-03-16 06:55,0.05,moderate,400.0,beam_in_cloud,2026/03/16,0,6,True,10.04,9.54,10320,33.39,0.0,984.1,2.89,2.03,9.58,1.96,99.5,0.1,warm,bright_band,50
MUI,kmdt,2026-03-08 02:55,0.06,moderate,200.0,beam_in_cloud,2026/03/08,0,2,True,8.74,8.24,11324,35.32,0.0,988.94,2.06,3.32,8.58,2.35,93.4,1.0,warm,below_freeze,50
MUI,kmdt,2026-02-20 09:55,0.14,moderate,400.0,beam_in_cloud,2026/02/20,0,9,True,1.94,1.51,8209,22.07,0.0,986.1,1.41,-2.18,1.23,-2.33,98.9,0.1,mixed,bright_band,50
MUI,kmdt,2026-03-08 01:55,0.05,moderate,700.0,beam_in_cloud,2026/03/08,0,1,True,8.74,8.16,11245,31.85,0.0,986.45,1.95,3.65,8.4,3.28,97.4,0.4,warm,below_freeze,50
MUI,kmdt,2026-03-12 03:55,0.17,heavy,6000.0,beam_in_cloud,2026/03/12,0,3,True,18.34,17.68,11466,39.7,173.39,978.25,5.35,3.59,11.12,1.22,84.5,2.4,warm,below_freeze,50
MUI,kmdt,2026-02-20 10:55,0.2,heavy,500.0,beam_in_cloud,2026/02/20,0,10,True,2.14,1.76,8209,23.42,0.0,986.67,1.48,-2.18,1.31,-2.3,99.1,0.1,mixed,bright_band,50
MUI,kmdt,2026-03-05 10:55,0.22,heavy,300.0,beam_in_cloud,2026/03/05,0,10,True,5.74,5.43,9177,28.68,0.0,999.53,2.12,-0.03,5.62,-0.11,99.4,0.1,mixed,bright_band,50
MUI,kmdt,2026-03-27 03:55,0.18,heavy,6000.0,beam_in_cloud,2026/03/27,0,3,True,20.64,13.25,10327,34.49,2.06,884.87,6.78,1.83,10.12,1.31,96.3,0.5,warm,bright_band,50
